model_name,meeting_decision,screening_bucket,decision_reason,selected_in_final_deployment,task_type,source_doi,source_pmid,code_repository_url,benchmark_candidate,deployment_eligible,blocking_issues
Macrel,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1002/2211-5463.13847,38877295,not_reported_in_available_evidence,True,,"Review mentions tool, but no detailed performance data in this source"
Malebary-Khan AMP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.32604/cmc.2021.015041,38391554,not_reported_in_available_evidence,True,,Code and dataset not available; No web server or detailed algorithm description
MCL-AMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not_reported_in_available_evidence,not_reported_in_available_evidence,not_reported_in_available_evidence,True,,code not available; training data not reported; no external test details
Meta-iAVP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/bib/bbaf084,40063348,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper needed
MLAMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.1093/bib/bbac343,35988923,not_reported_in_available_evidence,True,,Original code not available
MLBP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1002/2211-5463.13847,38877295,not_reported_in_available_evidence,True,,"Review mentions tool, but no detailed performance data in this source"
Multi-label weighted KNN-MLR model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide activity prediction (multi-label classification),10.1038/s41598-017-01986-9,28526820,not_reported_in_available_evidence,True,,No code or web server available; No independent external test set
MultiPep,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,multi-label peptide bioactivity classification (potential AMP prediction),10.1093/biomethods/bpab021,34909478,not_reported_in_available_evidence,True,,The abstract does not explicitly list AMP among the 20 bioactivity classes; needs full-text verification.
Multiple alignment based AMP predictor (ref [5]),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.6026/97320630013415,29379261,not_reported_in_available_evidence,True,,"No name, no code, no original paper"
PCSPred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1109/NEleX59773.2023.10421222,40781463,not_reported_in_available_evidence,True,,no_code_available; no_full_text; no_dataset_details
Pep-CNN,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1007/978-1-0716-3441-7_18,37676607,not_reported_in_available_evidence,True,,review_only; original_paper_needed
PepAnno,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1371/journal.pcbi.1014369,42228741,not_reported_in_available_evidence,True,,
Peptide_Predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1136/egastro-2025-100253,41477025,not_reported_in_available_evidence,True,,code not available; model architecture unclear; no standardized benchmark comparison
Plant_AMP_XGBoost_framework,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.51470/bca.2026.26.1.739,34279599,not_reported_in_available_evidence,True,,no_code_repository; no_dataset_link
PLSR-based α/β-peptide activity predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide activity prediction,10.1128/AAC.02378-12,38014670,not_reported_in_available_evidence,True,,No code or data repository provided in available evidence; Full text was not properly matched to the article in the provided evidence; only abstract-level details confirmed
PPTPP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1002/2211-5463.13847,38877295,not_reported_in_available_evidence,True,,"Review mentions tool, but no detailed performance data in this source"
Predictive and Interpretable ML Models,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1021/acsomega.3c08676.s001,,not_reported_in_available_evidence,True,,"No abstract, full text, or code available; only title evidence; possibly a supporting information file"
ProtBert-NN AMP activity predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1007/978-3-031-99568-2_6,,not_reported_in_available_evidence,True,,no code or weights available; no dataset information; needs full text verification
ProteinBERT (for AMP classification),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.54254/2753-8818/2024.la18780,37373415,not_reported_in_available_evidence,True,,review_only; original_paper_needed
RF-AmPEP30,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not_reported_in_available_evidence,34867843,not_reported_in_available_evidence,True,,No weights reported
RF-based AMP prediction model (Wani et al. 2021),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1016/j.peptides.2005.06.003,34632545,not_reported_in_available_evidence,True,,code not public; DOI mismatch: listed DOI belongs to different article; fulltext not verified
Rough set-based AMP prediction model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1111/j.1600-0757.2009.00310.x,38846578,not_reported_in_available_evidence,True,,Fulltext not matching abstract; no code or data available; specific to peri-implantitis pathogens
sAMP-PFPDeep,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not available,not available,not_reported,True,,"no code, no details"
sAMP-VGG16,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1002/prot.26681,38520179,Figshare (URL not provided),True,,weights not confirmed; code link not explicit; original paper needed
SenseXAMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.3390/ijms26157387,40806517,not_reported_in_available_evidence,True,,lack of original publication details from review
Sequence alignment-SVM-LZ complexity model (ref [8]),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.6026/97320630013415,29379261,not_reported_in_available_evidence,True,,"No name, no code, no original paper"
SMEP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not available,not available,not_reported,True,,"no code, no details"
SMO-based lantibiotic predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1016/j.compbiolchem.2018.10.004,30342319,not_reported_in_available_evidence,True,,Fulltext for PMID 30342319 appears to be mismatched; extracted GitHub and Zenodo links likely belong to a different article.; No code or weights available; model details need verification from correct full text.
Sparse Neural Network Models of Antimicrobial Peptide-Activity Relationships,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1002/minf.201600029,27870247,not_reported_in_available_evidence,True,,
StaBle-ABPpred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification (antibacterial),10.1093/bib/bbab439,34750606,not_reported_in_available_evidence,True,,code and model weights not publicly available; full-text verification needed (abstract-only evidence); training dataset details missing
StackAMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1109/tai.2024.3421176,29374199,not_reported_in_available_evidence,True,,no_full_text_access; no_abstract_available
StackDPPred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,defensin peptide prediction,10.1016/j.ymeth.2024.08.001,39173785,not_reported_in_available_evidence,True,,
StM,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1007/978-1-0716-3441-7_18,37676607,not_reported,True,,no details
Target-AMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1016/j.compbiomed.2022.106311,36410097,not_reported_in_available_evidence,True,,No code available; Training dataset not specified
Thakur et al. AVP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1007/s11831-023-09933-w,37359746,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper not verified
Thomas et al. 2009 AMP prediction model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.6026/97320630013415,29379261,not_reported_in_available_evidence,True,,Original paper not available; Code not available
Two-level fuzzy K-NN model (ref [7]),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.6026/97320630013415,29379261,not_reported_in_available_evidence,True,,"No name, no code, no original paper"
UniAMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1186/s12859-025-06033-3,39799358,not_reported_in_available_evidence,True,,"No code repository found, only web server; reproducibility may be limited."
UniDL4BioPep,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not available,not available,not_reported,True,,"no code, no details"
Unnamed AMP predictor from DRAMP 2.0,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1038/s41597-019-0154-y,31409791,not_reported_in_available_evidence,True,,Model name not provided; No code or web server link available; Not yet integrated into DRAMP as stated
VEIP prediction model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification (virus entry inhibitory peptides),10.1126/science.252.5009.1162,38075802,not_reported_in_available_evidence,True,,
Wang et al. AMP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.1093/bib/bbac343,35988923,not_reported_in_available_evidence,True,,No model details; Original code not available
Witten&Witten AMP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.1093/bib/bbac343,35988923,not_reported_in_available_evidence,True,,No model details; Original code not available
XGBoost AMP prediction model (Bhangu2025),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1002/smsc.202400579,40529865,not_reported_in_available_evidence,True,,No public code or model weights; No web server
Zare et al. AVP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1007/s11831-023-09933-w,37359746,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper not verified
2022-iAMP-DL,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1021/acs.jafc.3c07217,38152984,https://github.com/mldlproject/2022-iAMP-DL,True,,github_search_candidate_requires_manual_verification
ACEP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP binary prediction/classification,10.1186/s12864-020-06978-0,32859150,https://github.com/Fuhaoyi/ACEP,True,,pre-trained weights not confirmed
AEPMA,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,peptide-microbe association prediction,10.1093/bib/bbaf334,40635189,https://github.com/ahu-bioinf-lab/AEPMA,True,,Only abstract available; No code or data links; Full text needed for verification
AI4AMP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1128/msystems.00299-21,34783578,https://github.com/LinTzuTang/AI4AMP_predictor,True,,no code or data link; only mentioned in review
AMP-BERT,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP prediction,10.1002/pro.4529,36461699,https://github.com/GIST-CSBL/AMP-BERT.,True,,原始论文未检索，证据来自综述，无代码或服务器信息
AMP-EF,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.46793/match.91-1.109z,39920259,https://github.com/z11code/AMP-EF,True,,
AMP Scanner,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction,10.1007/978-1-0716-3441-7_18,37676607,https://github.com/dan-veltri/amp-scanner-v2,True,,needs full text verification; no web server provided; github_repository_requires_manual_verification
AMP Scanner v2,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP binary prediction/classification,10.1093/bioinformatics/bty179,29590297,https://github.com/dan-veltri/amp-scanner-v2,True,,
AMP-zGSM,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.5220/0014457300004070,21347392,https://github.com/DemetParlakSonmez/amp-zGSM,True,,Conference paper (may not be exhaustive); Year listed as 2026 (potential future publication or error); Full text unavailable for detailed method verification
AMPBAN,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction,10.64898/2026.01.20.700468,,https://github.com/baiwenhuim/ampban,True,,
amPEPpy,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,antimicrobial peptide classification,10.1093/bioinformatics/btaa917,33135060,https://github.com/tlawrence3/amPEPpy,True,,no code
AMPfinder,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP discovery / prediction,10.1093/nar/gkae1019,39540425,https://github.com/abcair/AMPFinder,True,,code not independently available
Ampir,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1093/bioinformatics/btaa653,32683445,https://github.com/legana/ampir,True,,Original code not available
AMPlify,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,antimicrobial peptide classification,10.1186/s12864-022-08310-4,35078402,https://github.com/bcgsc/AMPlify,True,,"preprint not yet peer-reviewed, full text verification needed"
AMPml,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1016/j.biochi.2020.11.005,33197551,https://github.com/flystar233/AMPml,True,,not_original_publication; model_details_lacking
AMPSpeciesSpecific,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.3390/antibiotics13121113,39766503,https://github.com/bzlee-bio/AMPSpeciesSpecific,True,,
AntiBP3,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,antibacterial peptide classification / antimicrobial peptide classification,10.3390/antibiotics13020168,38391554,https://gitlab.com/raghavalab/antibp3,True,,
APEX predictor,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction,10.1101/2025.01.31.636003,39975107,https://gitlab.com/machine-biology-group-public/apex-pathogen,True,,
APIN,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction,10.1093/bioinformatics/btx679,31870282,https://github.com/zhanglabNKU/APIN,True,,"no code, no details"
AxPEP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction,10.1007/s00248-025-02620-2,41315055,https://sourceforge.net/projects/axpep/,True,,
BBATProt,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1093/bib/bbaf593,41212592,https://github.com/Xukai-YE/BBATProt,True,,
BPFun,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification / bioactive peptide function prediction,10.1186/s12859-025-06190-5,40691539,https://github.com/291357657/BPFun,True,,
C_AMPs-predict,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP binary prediction/classification,10.1038/s41587-022-01226-0,35241840,https://github.com/mayuefine/c_AMPs-prediction,True,,
CELA-MFP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP prediction / multi-functional peptide prediction,10.1093/bib/bbae348,39038935,https://github.com/WeiLab-Biology/CELA-MFP,True,,
ClaAMP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction / antimicrobial peptide classification,10.1016/j.foodchem.2024.142275,39626551,https://github.com/JingxiaoYu1230/GenMTAMP,True,,
CLABP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction / antimicrobial peptide classification,10.1093/bib/bbag335,42366619,https://github.com/IBelieve1234/CLABP,True,,
Co-AMPpred,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP prediction,10.1186/s12859-021-04305-2,34330209,https://github.com/onkarS23/CoAMPpred,True,,pre-trained weights not confirmed; may require training from scratch
CS-AMPpred,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,Prediction of cysteine-stabilized AMPs,10.1371/journal.pone.0051444,37676607,http://sourceforge.net/projects/csamppred/,True,,review_only; original_paper_needed
CVAE-BIO,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1093/bib/bbag115,41849223,https://github.com/scan2030,True,,code availability unclear
Cysmotif searcher pipeline,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification (α-hairpinin prediction),10.3390/life11101064,39596714,https://github.com/fallandar/cysmotifsearcher,True,,"Fulltext content mismatch: actual fulltext retrieved is about cucumber transcriptome response to CGMMV, not α-hairpinin prediction. Evidence based solely on abstract.; No performance metrics reported in abstract.; No web server or code repository available.; No dedicated training dataset described."
DDM,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP classification,10.1093/bioinformatics/btag077,41692989,https://github.com/kww567upup/DDM,True,,
E-CLEAP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1371/journal.pone.0300125,38722967,https://github.com/Wangsicheng52/E-CLEAP,True,,incomplete evidence; source paper unknown
esm-AxP-GDL,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction,,,https://github.com/cicese-biocom/esm-AxP-GDL,True,,"no code, no details"
ExtraTree-based AMP classifiers,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction / antimicrobial peptide classification,10.1016/S0140-6736(21)02724-0,40423878,https://github.com/agrawalpiyush-srm/AMP_MetaAnalysis,True,,
HMD-AMP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP binary prediction plus multi-label target annotation,10.1038/s41551-026-01630-w,,https://github.com/ml4bio/HMD-AMP,True,,
iAMP-bert,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP prediction,10.1021/acs.jcim.4c00507,39316765,https://github.com/scikit-fingerprints/peptides_molecular_fingerprints_classification,True,,
iAMP-DL,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,short AMP binary prediction/classification,10.1002/pmic.202300382,38837544,https://github.com/mldlproject/2022-iAMP-DL,True,,no pre-trained weights
iAMP-SeE,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,antimicrobial peptide classification,10.7717/peerj.20978,41913931,https://github.com/cqw0715/iAMP-SeE.git,True,,
iAMPCN,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,antimicrobial peptide classification,10.1093/bib/bbad240,37369638,https://github.com/joy50706/iAMPCN,True,,original_model_article_not_this_one; dataset_not_specified
iMFP-LG,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,multi-functional peptide prediction including antimicrobial peptide classification,10.1093/gpbjnl/qzae084,39585308,https://github.com/chen-bioinfo/iMFP-LG,True,,
LMPred,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP prediction / antimicrobial peptide classification,10.1101/2020.07.12.199554v3,36699381,https://github.com/williamdee1/LMPred_AMP_Prediction,True,,review-level evidence; needs original paper verification
MAPLE,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP prediction / antimicrobial peptide classification,10.1021/acs.jcim.4c01913,39792442,https://github.com/Harkool/MAPLE,True,,
multiAMP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1016/j.isci.2023.108250,38025779,https://github.com/chungcr/multiAMP.,True,,weights not provided; URL possibly invalid (trailing dot)
PepNet,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction / anti-inflammatory peptide classification,10.1038/s42003-024-06911-1,39341947,"https://zenodo.org/records/1322351661, https://zenodo.org/records/1373425862",True,,"no code, no details"
PGAT-ABPp,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antibacterial peptide prediction,10.1021/jacsau.5c01520,41755839,https://github.com/moonseter/PGAT-ABPp,True,,review-level evidence; needs original paper verification
Pore-Forming_AMP_SVM,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1002/advs.202516470,41391039,https://github.com/ComputBiophys/Pore%E2%80%90Forming_AMP_SVM,True,,
PreAMP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction / physicochemical property prediction,10.1016/j.foodchem.2024.142275,39626551,https://github.com/JingxiaoYu1230/GenMTAMP,True,,
PyAMPA,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP prediction / antimicrobial peptide classification,10.1128/msystems.01358-23,38934543,https://github.com/SysBioUAB/PyAMPA,True,,
rAMPage,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification / discovery,10.3390/antibiotics11070952,35884206,https://github.com/bcgsc/rAMPage,True,,
SA-MTP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction / antimicrobial peptide classification,10.1093/bib/bbag361,42398074,https://github.com/LZW-TECH/SA-MTP.,True,,
SAMP,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1093/bfgp/elae046,39573886,https://github.com/wan-mlab/SAMP,True,,
sAMPpred-GAT,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,antimicrobial peptide classification,10.1093/bioinformatics/btac715,36342186,https://github.com/HongWuL/sAMPpred-GAT/,True,,review-level evidence; needs original paper verification
SGAC,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,antimicrobial peptide classification,10.1093/bib/bbag038,41662353,https://github.com/wyxwyx46941930/SGAC,True,,
smAMPsTK,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1080/07391102.2023.2235605,37464885,https://github.com/skbinfo/smAMPsTK,True,,仅基于摘要，缺乏全文验证；具体性能指标未报告；模型可能仅为SVM但未提供详细配置
SSFGM-Model,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1186/s12864-020-06978-0,40462515,https://github.com/ggcameronnogg/SSFGM-Model,True,,evidence only from abstract; full text mismatch suspected; pre-trained weights not confirmed; dataset not reported
TriNet,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide classification,10.1016/j.xpro.2023.102541,37660298,https://github.com/hjy23/TriNet,True,,code not available; dataset not specified in this protocol; possible confusion between original paper (2019) and protocol (2023)
TriStack,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,AMP prediction,10.1007/s12602-024-10402-4,39557756,https://github.com/hjy23/TriStack,True,,needs original paper verification
UniproLcad,accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,True,AMP binary prediction/classification,10.3390/sym16040464,,https://github.com/harkic/UniproLcad,True,,no pre-trained weights
WeightedEnsemble_L3 (Anti_Cp),accept,valid_main_benchmark_candidate,passed_strict_main_amp_deployment_gate,False,antimicrobial peptide activity classification,10.1016/j.jare.2024.01.023,38266820,https://github.com/xubocheng/Anti_Cp.git,True,,
